city,team1,team2,toss_winner,toss_decision,venue,team1_last_5_scored,team1_last_5_conceded,team2_last_5_scored,team2_last_5_conceded,team1_win
Bangalore,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,M Chinnaswamy Stadium,160.0,160.0,160.0,160.0,0
Chandigarh,Punjab Kings,Chennai Super Kings,Chennai Super Kings,bat,"Punjab Cricket Association Stadium, Mohali",160.0,160.0,160.0,160.0,0
Delhi,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,bat,Feroz Shah Kotla,160.0,160.0,160.0,160.0,1
Mumbai,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,Wankhede Stadium,160.0,160.0,82.0,222.0,0
Kolkata,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Eden Gardens,222.0,82.0,160.0,160.0,1
Jaipur,Rajasthan Royals,Punjab Kings,Punjab Kings,bat,Sawai Mansingh Stadium,129.0,132.0,207.0,240.0,1
Hyderabad,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,"Rajiv Gandhi International Stadium, Uppal",110.0,112.0,132.0,129.0,0
Chennai,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,"MA Chidambaram Stadium, Chepauk",240.0,207.0,165.0,166.0,1
Hyderabad,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,"Rajiv Gandhi International Stadium, Uppal",126.0,127.5,148.5,149.0,0
Chandigarh,Punjab Kings,Mumbai Indians,Mumbai Indians,field,"Punjab Cricket Association Stadium, Mohali",186.5,204.0,183.5,187.0,1
Bangalore,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,M Chinnaswamy Stadium,124.0,193.5,171.33,170.67,0
Chennai,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,bat,"MA Chidambaram Stadium, Chepauk",224.0,204.5,167.0,96.0,1
Mumbai,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Dr DY Patil Sports Academy,161.0,185.33,155.33,157.33,0
Chandigarh,Punjab Kings,Delhi Capitals,Delhi Capitals,bat,"Punjab Cricket Association Stadium, Mohali",185.0,174.67,137.5,135.5,1
Bangalore,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,bat,M Chinnaswamy Stadium,127.67,175.0,200.0,185.33,0
Kolkata,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,Eden Gardens,160.33,114.67,159.25,177.75,0
Delhi,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Feroz Shah Kotla,144.33,144.33,137.0,175.75,1
Hyderabad,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,field,"Rajiv Gandhi International Stadium, Uppal",155.25,156.5,179.25,170.5,0
Jaipur,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,Sawai Mansingh Stadium,163.0,161.75,154.5,120.5,1
Chennai,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,"MA Chidambaram Stadium, Chepauk",194.5,180.25,156.0,153.5,0
Chandigarh,Punjab Kings,Kolkata Knight Riders,Punjab Kings,bat,"Punjab Cricket Association Stadium, Mohali",176.8,169.2,153.8,135.6,1
Bangalore,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,M Chinnaswamy Stadium,145.8,178.8,157.0,158.6,1
Mumbai,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,Dr DY Patil Sports Academy,155.0,169.6,159.2,156.6,1
Jaipur,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,bat,Sawai Mansingh Stadium,169.6,159.6,189.4,178.6,1
Bangalore,Royal Challengers Bangalore,Punjab Kings,Punjab Kings,field,M Chinnaswamy Stadium,160.6,165.0,171.0,155.0,0
Chennai,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"MA Chidambaram Stadium, Chepauk",163.2,159.2,165.6,167.4,0
Mumbai,Mumbai Indians,Rajasthan Royals,Mumbai Indians,field,Dr DY Patil Sports Academy,154.4,163.0,165.8,155.0,1
Delhi,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,Feroz Shah Kotla,159.4,163.2,150.4,148.4,0
Kolkata,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,bat,Eden Gardens,143.2,154.8,152.6,157.4,1
Jaipur,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,field,Sawai Mansingh Stadium,152.8,142.6,166.8,167.6,1
Chennai,Chennai Super Kings,Punjab Kings,Punjab Kings,field,"MA Chidambaram Stadium, Chepauk",157.6,156.4,163.2,146.6,1
Hyderabad,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,bat,"Rajiv Gandhi International Stadium, Uppal",152.0,152.4,146.6,157.6,0
Jaipur,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,field,Sawai Mansingh Stadium,137.6,127.8,168.2,172.4,1
Chandigarh,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,"Punjab Cricket Association Stadium, Mohali",159.4,159.6,150.4,155.6,1
Kolkata,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,bat,Eden Gardens,158.0,163.4,167.8,171.8,1
Mumbai,Mumbai Indians,Chennai Super Kings,Mumbai Indians,field,Wankhede Stadium,134.8,142.0,158.2,156.0,1
Delhi,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Feroz Shah Kotla,151.6,162.2,157.2,162.4,1
Mumbai,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,Wankhede Stadium,143.2,136.8,157.2,157.8,1
Delhi,Delhi Capitals,Punjab Kings,Delhi Capitals,bat,Feroz Shah Kotla,156.0,164.8,155.8,156.6,0
Jaipur,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Sawai Mansingh Stadium,141.8,132.0,146.0,148.8,1
Hyderabad,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal",160.8,167.8,126.0,119.2,0
Kolkata,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,Eden Gardens,140.4,132.2,155.6,153.2,0
Bangalore,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,M Chinnaswamy Stadium,136.2,150.0,153.0,151.2,0
Kolkata,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,Eden Gardens,136.4,107.6,142.0,128.2,0
Mumbai,Mumbai Indians,Punjab Kings,Mumbai Indians,field,Wankhede Stadium,134.0,122.4,141.2,147.4,0
Chennai,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,"MA Chidambaram Stadium, Chepauk",144.8,161.0,135.8,151.0,0
Chandigarh,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,field,"Punjab Cricket Association Stadium, Mohali",143.4,151.2,160.8,172.2,1
Delhi,Delhi Capitals,Mumbai Indians,Delhi Capitals,field,Feroz Shah Kotla,147.2,144.4,139.2,133.6,1
Chennai,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,"MA Chidambaram Stadium, Chepauk",138.4,156.6,150.0,135.8,0
Kolkata,Kolkata Knight Riders,Punjab Kings,Punjab Kings,bat,Eden Gardens,140.0,112.8,153.6,161.0,1
Hyderabad,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,bat,"Rajiv Gandhi International Stadium, Uppal",166.2,179.0,135.8,148.0,0
Jaipur,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,field,Sawai Mansingh Stadium,171.6,155.2,153.6,148.8,1
Hyderabad,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,bat,"Rajiv Gandhi International Stadium, Uppal",171.2,185.0,141.0,161.4,0
Bangalore,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,M Chinnaswamy Stadium,145.2,155.2,151.0,146.8,0
Chandigarh,Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,"Punjab Cricket Association Stadium, Mohali",155.8,159.8,172.6,156.2,1
Mumbai,Delhi Capitals,Rajasthan Royals,Delhi Capitals,field,Wankhede Stadium,151.8,147.8,176.8,169.2,0
Mumbai,Chennai Super Kings,Punjab Kings,Punjab Kings,bat,Wankhede Stadium,134.4,158.2,171.2,167.2,1
Mumbai,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,Dr DY Patil Sports Academy,126.4,149.0,175.8,160.2,0
Cape Town,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,field,Newlands,148.0,152.0,162.6,157.8,0
Cape Town,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,Newlands,141.0,151.6,178.6,163.4,1
Cape Town,Delhi Capitals,Punjab Kings,Delhi Capitals,field,Newlands,147.2,159.6,174.8,166.8,1
Cape Town,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,bat,Newlands,164.4,173.8,134.2,111.4,1
Port Elizabeth,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,bat,St George's Park,141.2,123.8,154.8,159.8,0
Durban,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Kingsmead,157.8,140.8,127.8,110.2,0
Cape Town,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Newlands,127.8,128.0,148.8,155.2,0
Durban,Chennai Super Kings,Delhi Capitals,Delhi Capitals,bat,Kingsmead,150.4,135.0,120.0,144.0,0
Cape Town,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,field,Newlands,130.2,128.2,148.0,149.8,0
Durban,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,bat,Kingsmead,134.6,142.4,153.8,121.6,0
Durban,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,Kingsmead,155.0,151.6,160.0,156.4,1
Port Elizabeth,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,bat,St George's Park,134.0,144.0,134.2,161.2,0
Cape Town,Punjab Kings,Rajasthan Royals,Punjab Kings,bat,Newlands,153.6,120.2,152.4,153.8,1
Durban,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Kingsmead,156.8,143.4,153.6,147.2,0
Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,St George's Park,133.4,150.8,153.6,152.2,0
Centurion,Delhi Capitals,Rajasthan Royals,Delhi Capitals,bat,SuperSport Park,132.6,160.2,138.8,137.4,0
Durban,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,bat,Kingsmead,139.4,148.8,123.0,158.2,1
Durban,Punjab Kings,Mumbai Indians,Punjab Kings,bat,Kingsmead,137.2,106.6,155.8,135.4,1
Centurion,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,SuperSport Park,154.4,146.0,125.4,154.4,0
Centurion,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,SuperSport Park,166.6,154.8,129.8,148.6,1
East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Buffalo Park,115.8,152.0,150.0,130.0,0
Durban,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,bat,Kingsmead,141.4,165.0,138.6,106.6,1
Port Elizabeth,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,St George's Park,154.6,146.4,122.2,148.8,0
Johannesburg,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,New Wanderers Stadium,166.8,147.2,138.0,145.6,1
Port Elizabeth,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,bat,St George's Park,145.2,124.0,123.4,160.8,1
Johannesburg,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,bat,New Wanderers Stadium,153.0,156.6,154.4,133.4,1
East London,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,Buffalo Park,170.2,143.2,162.0,154.6,1
Durban,Punjab Kings,Rajasthan Royals,Punjab Kings,field,Kingsmead,144.4,138.8,139.0,150.4,0
Durban,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,bat,Kingsmead,155.4,157.4,138.2,160.0,1
Centurion,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,SuperSport Park,145.2,158.2,151.2,134.2,1
Centurion,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,SuperSport Park,151.0,149.6,147.6,144.0,0
Centurion,Chennai Super Kings,Punjab Kings,Chennai Super Kings,bat,SuperSport Park,170.0,145.8,136.4,147.4,1
East London,Delhi Capitals,Mumbai Indians,Mumbai Indians,bat,Buffalo Park,149.0,152.2,145.2,129.6,1
Kimberley,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,field,De Beers Diamond Oval,140.6,152.2,143.4,162.0,0
Kimberley,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,De Beers Diamond Oval,171.0,142.8,146.6,137.2,1
Port Elizabeth,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,bat,St George's Park,138.4,136.4,131.0,134.2,0
Johannesburg,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,field,New Wanderers Stadium,142.6,145.6,136.0,157.8,1
Kimberley,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,De Beers Diamond Oval,140.4,153.0,145.2,136.8,1
Centurion,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,SuperSport Park,136.8,137.8,141.6,145.4,1
Centurion,Punjab Kings,Mumbai Indians,Punjab Kings,bat,SuperSport Park,153.4,172.4,139.2,138.6,0
Durban,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,field,Kingsmead,144.0,145.6,139.0,140.8,0
Durban,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,bat,Kingsmead,143.4,144.6,166.2,137.0,1
Durban,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,bat,Kingsmead,134.0,134.6,142.6,137.2,0
Bloemfontein,Delhi Capitals,Punjab Kings,Punjab Kings,field,OUTsurance Oval,143.6,143.4,149.8,167.8,0
Port Elizabeth,Chennai Super Kings,Mumbai Indians,Mumbai Indians,bat,St George's Park,159.2,138.2,132.8,133.6,1
Johannesburg,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,field,New Wanderers Stadium,148.0,151.8,148.4,152.0,1
Johannesburg,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,field,New Wanderers Stadium,161.2,148.2,143.6,161.2,0
Bloemfontein,Delhi Capitals,Rajasthan Royals,Delhi Capitals,bat,OUTsurance Oval,138.6,135.4,143.2,137.6,1
Centurion,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,SuperSport Park,156.8,138.6,152.6,155.6,0
Johannesburg,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,bat,New Wanderers Stadium,140.8,143.0,137.2,131.8,1
Durban,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,field,Kingsmead,159.8,162.4,128.2,141.0,1
Durban,Chennai Super Kings,Punjab Kings,Chennai Super Kings,bat,Kingsmead,158.8,156.4,143.8,145.6,1
Centurion,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,bat,SuperSport Park,137.8,140.0,158.8,149.8,1
Centurion,Delhi Capitals,Mumbai Indians,Delhi Capitals,field,SuperSport Park,140.4,135.6,137.0,134.8,1
