city,team1,team2,toss_winner,toss_decision,venue,team1_last_5_scored,team1_last_5_conceded,team2_last_5_scored,team2_last_5_conceded,team1_win
Mumbai,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Wankhede Stadium,165.6,155.0,139.6,114.4,0
Chennai,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,"MA Chidambaram Stadium, Chepauk",155.0,155.2,177.8,180.6,1
Hyderabad,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,bat,"Rajiv Gandhi International Stadium, Uppal",167.6,163.6,133.6,170.2,1
Raipur,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,bat,Shaheed Veer Narayan Singh International Stadium,152.2,158.8,159.6,157.8,1
Chandigarh,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,"Punjab Cricket Association Stadium, Mohali",143.6,177.2,159.8,127.6,1
Mumbai,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,Wankhede Stadium,173.4,174.6,160.4,150.6,1
Hyderabad,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,bat,"Rajiv Gandhi International Stadium, Uppal",174.6,173.6,156.8,129.8,0
Chandigarh,Punjab Kings,Chennai Super Kings,Punjab Kings,bat,"Punjab Cricket Association Stadium, Mohali",141.2,170.2,150.4,148.0,0
Mumbai,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,Brabourne Stadium,167.4,170.8,159.8,151.8,1
Hyderabad,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,"Rajiv Gandhi International Stadium, Uppal",163.2,156.2,170.2,172.0,0
Mumbai,Chennai Super Kings,Mumbai Indians,Mumbai Indians,bat,Wankhede Stadium,143.2,135.6,158.6,164.8,0
Pune,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,Maharashtra Cricket Association Stadium,126.0,142.4,181.2,182.0,1
Ranchi,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,field,JSCA International Stadium Complex,146.0,148.2,116.8,146.6,1
Kolkata,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Eden Gardens,165.4,166.8,142.4,144.2,1
Mumbai,Mumbai Indians,Rising Pune Supergiant,Mumbai Indians,bat,Wankhede Stadium,174.0,167.4,147.6,149.4,0
Kolkata,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,field,Eden Gardens,175.6,168.6,154.8,121.6,1
Chandigarh,Punjab Kings,Gujarat Titans,Gujarat Titans,field,"Punjab Cricket Association IS Bindra Stadium, Mohali",137.4,162.6,160.0,160.0,0
Bangalore,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,M Chinnaswamy Stadium,97.6,135.4,159.4,145.6,1
Kolkata,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,Eden Gardens,162.0,161.8,159.0,145.6,0
Rajkot,Gujarat Titans,Rising Pune Supergiant,Rising Pune Supergiant,bat,Saurashtra Cricket Association Stadium,162.0,161.0,137.2,137.2,1
Delhi,Delhi Capitals,Punjab Kings,Delhi Capitals,field,Feroz Shah Kotla,144.0,110.8,152.0,149.8,1
Hyderabad,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,"Rajiv Gandhi International Stadium, Uppal",155.6,152.2,165.2,167.8,0
Mumbai,Mumbai Indians,Gujarat Titans,Gujarat Titans,field,Wankhede Stadium,162.4,149.8,163.0,162.0,0
Chandigarh,Punjab Kings,Rising Pune Supergiant,Rising Pune Supergiant,bat,"Punjab Cricket Association IS Bindra Stadium, Mohali",137.6,135.6,148.6,139.6,1
Bangalore,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,M Chinnaswamy Stadium,126.2,150.6,135.0,98.8,0
Hyderabad,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal",151.4,150.0,168.2,156.6,1
Chandigarh,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,"Punjab Cricket Association IS Bindra Stadium, Mohali",132.2,129.0,157.6,159.6,0
Mumbai,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,field,Wankhede Stadium,159.2,153.2,147.8,162.0,1
Rajkot,Gujarat Titans,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Saurashtra Cricket Association Stadium,157.67,155.67,143.4,142.4,0
Pune,Rising Pune Supergiant,Royal Challengers Bangalore,Rising Pune Supergiant,field,Maharashtra Cricket Association Stadium,156.6,147.0,181.4,158.8,0
Delhi,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,Feroz Shah Kotla,142.0,104.4,153.0,155.0,1
Hyderabad,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal",143.8,152.8,138.6,140.4,1
Rajkot,Gujarat Titans,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Saurashtra Cricket Association Stadium,152.0,151.0,182.4,171.4,1
Pune,Rising Pune Supergiant,Kolkata Knight Riders,Kolkata Knight Riders,field,Maharashtra Cricket Association Stadium,157.0,151.4,152.6,153.0,0
Chandigarh,Punjab Kings,Mumbai Indians,Punjab Kings,field,"Punjab Cricket Association IS Bindra Stadium, Mohali",141.2,142.8,159.6,162.6,0
Hyderabad,Sunrisers Hyderabad,Rising Pune Supergiant,Rising Pune Supergiant,field,"Rajiv Gandhi International Stadium, Uppal",150.4,158.6,154.6,157.0,0
Delhi,Delhi Capitals,Gujarat Titans,Delhi Capitals,field,Feroz Shah Kotla,150.8,111.4,158.0,156.8,0
Mumbai,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,Wankhede Stadium,159.8,158.0,147.0,145.2,1
Pune,Rising Pune Supergiant,Gujarat Titans,Gujarat Titans,field,Maharashtra Cricket Association Stadium,148.2,156.4,160.0,158.8,0
Delhi,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,Feroz Shah Kotla,147.6,145.4,162.0,161.2,1
Hyderabad,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,"Rajiv Gandhi International Stadium, Uppal",137.6,132.0,190.6,179.8,1
Pune,Rising Pune Supergiant,Mumbai Indians,Mumbai Indians,field,Maharashtra Cricket Association Stadium,154.6,162.8,166.8,163.4,0
Rajkot,Gujarat Titans,Punjab Kings,Gujarat Titans,field,Saurashtra Cricket Association Stadium,166.4,165.2,141.8,148.2,0
Bangalore,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,M Chinnaswamy Stadium,181.0,182.2,156.4,160.8,0
Rajkot,Gujarat Titans,Delhi Capitals,Delhi Capitals,field,Saurashtra Cricket Association Stadium,163.2,167.4,165.2,157.4,0
Kolkata,Kolkata Knight Riders,Punjab Kings,Punjab Kings,field,Eden Gardens,165.0,169.4,150.4,151.8,1
Delhi,Delhi Capitals,Rising Pune Supergiant,Rising Pune Supergiant,field,Feroz Shah Kotla,172.6,165.0,156.0,164.4,0
Hyderabad,Sunrisers Hyderabad,Gujarat Titans,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal",148.0,138.6,166.0,170.0,1
Bangalore,Royal Challengers Bangalore,Rising Pune Supergiant,Royal Challengers Bangalore,field,M Chinnaswamy Stadium,179.8,181.6,154.8,159.8,1
Chandigarh,Punjab Kings,Delhi Capitals,Delhi Capitals,field,"Punjab Cricket Association IS Bindra Stadium, Mohali",151.2,154.2,166.6,160.0,1
Visakhapatnam,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,field,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,170.6,166.2,144.8,135.4,0
Kolkata,Kolkata Knight Riders,Gujarat Titans,Gujarat Titans,field,Eden Gardens,169.6,173.2,154.8,159.8,0
Chandigarh,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,field,"Punjab Cricket Association IS Bindra Stadium, Mohali",159.8,160.4,184.8,185.6,0
Visakhapatnam,Rising Pune Supergiant,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,161.0,166.4,152.8,126.8,0
Bangalore,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,M Chinnaswamy Stadium,182.8,186.0,154.8,167.6,0
Hyderabad,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,"Rajiv Gandhi International Stadium, Uppal",151.0,124.8,168.2,165.4,0
Visakhapatnam,Mumbai Indians,Punjab Kings,Mumbai Indians,bat,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,154.6,165.0,166.0,166.2,0
Bangalore,Royal Challengers Bangalore,Gujarat Titans,Gujarat Titans,field,M Chinnaswamy Stadium,177.0,180.2,153.2,157.2,1
Kolkata,Kolkata Knight Riders,Rising Pune Supergiant,Rising Pune Supergiant,bat,Eden Gardens,168.8,174.0,168.8,170.2,1
Visakhapatnam,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,141.6,157.6,164.0,160.2,1
Chandigarh,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,bat,"Punjab Cricket Association IS Bindra Stadium, Mohali",158.6,153.2,156.6,136.0,0
Kolkata,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Eden Gardens,147.2,159.0,190.8,162.2,0
Visakhapatnam,Rising Pune Supergiant,Delhi Capitals,Rising Pune Supergiant,field,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,150.4,144.2,152.0,169.6,1
Bangalore,Royal Challengers Bangalore,Punjab Kings,Punjab Kings,field,M Chinnaswamy Stadium,191.0,161.0,163.6,163.0,1
Kanpur,Gujarat Titans,Kolkata Knight Riders,Gujarat Titans,field,Green Park,134.8,167.8,152.0,159.0,1
Raipur,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,field,Shaheed Veer Narayan Singh International Stadium,146.2,155.0,153.8,136.0,1
Visakhapatnam,Rising Pune Supergiant,Punjab Kings,Punjab Kings,bat,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,133.8,136.2,156.2,172.4,1
Kanpur,Gujarat Titans,Mumbai Indians,Gujarat Titans,field,Green Park,133.6,161.8,147.2,148.0,1
Kolkata,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Eden Gardens,139.0,147.0,159.6,143.0,1
Raipur,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Shaheed Veer Narayan Singh International Stadium,146.0,153.4,194.2,146.8,0
Bangalore,Gujarat Titans,Royal Challengers Bangalore,Royal Challengers Bangalore,field,M Chinnaswamy Stadium,138.4,166.2,187.0,139.6,0
Delhi,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,Feroz Shah Kotla,154.0,158.8,140.4,145.4,1
Delhi,Gujarat Titans,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Feroz Shah Kotla,144.8,172.2,159.0,160.2,0
Bangalore,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,M Chinnaswamy Stadium,188.6,140.6,162.4,162.6,0
Hyderabad,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,"Rajiv Gandhi International Stadium, Uppal",168.0,166.8,179.0,161.4,1
Pune,Rising Pune Supergiant,Mumbai Indians,Rising Pune Supergiant,field,Maharashtra Cricket Association Stadium,135.2,138.2,149.4,150.8,1
Rajkot,Gujarat Titans,Kolkata Knight Riders,Kolkata Knight Riders,field,Saurashtra Cricket Association Stadium,144.4,173.2,136.8,145.0,0
Bengaluru,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,bat,M.Chinnaswamy Stadium,176.2,166.2,139.2,145.0,1
Indore,Punjab Kings,Rising Pune Supergiant,Punjab Kings,field,Holkar Cricket Stadium,154.4,172.6,134.4,136.0,1
Hyderabad,Sunrisers Hyderabad,Gujarat Titans,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal",177.8,169.0,160.2,160.4,1
Mumbai,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,Wankhede Stadium,167.8,152.8,160.4,161.0,1
Indore,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Holkar Cricket Stadium,152.4,170.2,165.4,170.6,1
Pune,Rising Pune Supergiant,Delhi Capitals,Rising Pune Supergiant,field,Maharashtra Cricket Association Stadium,140.4,141.4,137.6,147.2,0
Mumbai,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,field,Wankhede Stadium,173.2,158.2,176.0,161.8,1
Kolkata,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,field,Eden Gardens,159.4,159.8,157.0,175.0,1
Bangalore,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,M Chinnaswamy Stadium,167.2,173.0,180.2,164.4,0
Rajkot,Gujarat Titans,Rising Pune Supergiant,Gujarat Titans,field,Saurashtra Cricket Association Stadium,162.2,163.6,141.4,169.2,1
Kolkata,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Eden Gardens,168.8,168.8,175.2,165.6,1
Delhi,Delhi Capitals,Punjab Kings,Delhi Capitals,bat,Feroz Shah Kotla,153.4,127.6,155.2,173.2,1
Mumbai,Mumbai Indians,Gujarat Titans,Mumbai Indians,field,Wankhede Stadium,168.0,167.6,162.0,163.4,1
Bangalore,Royal Challengers Bangalore,Rising Pune Supergiant,Royal Challengers Bangalore,field,M Chinnaswamy Stadium,163.8,170.4,160.4,179.4,0
Delhi,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,bat,Feroz Shah Kotla,166.8,139.8,169.0,170.0,0
Hyderabad,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,field,"Rajiv Gandhi International Stadium, Uppal",173.6,167.6,158.6,168.6,1
Rajkot,Gujarat Titans,Royal Challengers Bangalore,Gujarat Titans,field,Saurashtra Cricket Association Stadium,165.6,167.0,150.6,161.0,0
Hyderabad,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,"Rajiv Gandhi International Stadium, Uppal",163.8,158.4,168.2,142.0,1
Indore,Punjab Kings,Mumbai Indians,Mumbai Indians,field,Holkar Cricket Stadium,155.0,165.8,169.0,168.2,0
Kolkata,Kolkata Knight Riders,Gujarat Titans,Gujarat Titans,field,Eden Gardens,174.8,171.2,171.6,177.0,0
Mumbai,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,Wankhede Stadium,172.0,170.4,175.8,152.4,1
Pune,Rising Pune Supergiant,Sunrisers Hyderabad,Rising Pune Supergiant,field,Maharashtra Cricket Association Stadium,158.0,171.8,160.6,159.2,1
Rajkot,Gujarat Titans,Punjab Kings,Gujarat Titans,field,Saurashtra Cricket Association Stadium,172.6,177.6,161.8,173.0,0
Kolkata,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Eden Gardens,175.4,172.2,158.8,158.0,1
Mumbai,Mumbai Indians,Rising Pune Supergiant,Mumbai Indians,field,Wankhede Stadium,164.4,160.4,156.4,170.2,0
Pune,Rising Pune Supergiant,Kolkata Knight Riders,Kolkata Knight Riders,field,Maharashtra Cricket Association Stadium,155.8,168.8,166.0,146.0,0
Bangalore,Royal Challengers Bangalore,Gujarat Titans,Gujarat Titans,field,M Chinnaswamy Stadium,137.2,155.8,178.0,187.2,0
Kolkata,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,field,Eden Gardens,168.6,148.4,173.0,149.4,1
Chandigarh,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,field,"Punjab Cricket Association IS Bindra Stadium, Mohali",169.4,175.8,167.8,168.0,0
Pune,Rising Pune Supergiant,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Maharashtra Cricket Association Stadium,170.6,164.6,134.4,152.8,1
Rajkot,Gujarat Titans,Mumbai Indians,Gujarat Titans,bat,Saurashtra Cricket Association Stadium,170.6,179.8,164.0,160.8,0
Chandigarh,Punjab Kings,Delhi Capitals,Punjab Kings,field,"Punjab Cricket Association IS Bindra Stadium, Mohali",171.6,183.0,164.0,160.0,1
Hyderabad,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,"Rajiv Gandhi International Stadium, Uppal",177.6,172.4,166.4,149.4,1
Mumbai,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Wankhede Stadium,167.8,164.2,125.2,155.2,1
Pune,Rising Pune Supergiant,Gujarat Titans,Rising Pune Supergiant,field,Maharashtra Cricket Association Stadium,167.8,149.4,167.2,177.2,1
Delhi,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,field,Feroz Shah Kotla,139.8,146.2,188.4,170.2,1
Kolkata,Kolkata Knight Riders,Rising Pune Supergiant,Rising Pune Supergiant,field,Eden Gardens,164.8,157.6,169.0,154.8,0
Delhi,Delhi Capitals,Gujarat Titans,Delhi Capitals,field,Feroz Shah Kotla,144.0,149.4,161.0,168.0,1
Bangalore,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,field,M Chinnaswamy Stadium,130.8,156.0,157.8,158.8,0
Hyderabad,Sunrisers Hyderabad,Rising Pune Supergiant,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal",193.6,177.2,164.8,150.6,0
Delhi,Delhi Capitals,Mumbai Indians,Delhi Capitals,field,Feroz Shah Kotla,151.6,152.8,165.4,161.4,0
Bangalore,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,M Chinnaswamy Stadium,112.0,145.2,158.4,151.6,0
Chandigarh,Punjab Kings,Gujarat Titans,Gujarat Titans,field,"Punjab Cricket Association IS Bindra Stadium, Mohali",154.6,150.8,165.0,173.4,0
Hyderabad,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,bat,"Rajiv Gandhi International Stadium, Uppal",182.6,171.6,168.0,135.0,1
Chandigarh,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,"Punjab Cricket Association IS Bindra Stadium, Mohali",152.8,149.4,164.0,173.4,1
Kanpur,Gujarat Titans,Delhi Capitals,Delhi Capitals,field,Green Park,171.0,173.6,139.2,166.8,0
Mumbai,Mumbai Indians,Punjab Kings,Mumbai Indians,field,Wankhede Stadium,167.2,137.4,148.6,147.6,0
Delhi,Delhi Capitals,Rising Pune Supergiant,Delhi Capitals,bat,Feroz Shah Kotla,146.6,173.6,162.4,146.4,1
Kanpur,Gujarat Titans,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Green Park,183.0,186.2,175.4,163.4,0
Kolkata,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,field,Eden Gardens,157.8,170.4,180.4,151.4,0
Pune,Rising Pune Supergiant,Punjab Kings,Rising Pune Supergiant,field,Maharashtra Cricket Association Stadium,158.2,143.2,158.4,150.8,1
Delhi,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Feroz Shah Kotla,166.8,192.2,133.8,150.8,0
Mumbai,Mumbai Indians,Rising Pune Supergiant,Mumbai Indians,field,Wankhede Stadium,182.2,152.4,142.4,138.6,0
Bangalore,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,M Chinnaswamy Stadium,165.6,158.0,158.4,173.0,0
Bangalore,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,M Chinnaswamy Stadium,177.6,152.4,135.8,156.8,1
Hyderabad,Mumbai Indians,Rising Pune Supergiant,Mumbai Indians,bat,"Rajiv Gandhi International Stadium, Uppal",157.4,160.6,141.4,134.8,1
Mumbai,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Wankhede Stadium,155.6,158.2,143.2,155.6,0
Chandigarh,Delhi Capitals,Punjab Kings,Punjab Kings,field,Punjab Cricket Association IS Bindra Stadium,159.2,187.4,159.4,153.0,0
Kolkata,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,Eden Gardens,139.2,154.0,126.2,147.4,0
Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Rajiv Gandhi International Stadium,167.2,180.6,149.4,135.4,0
Chennai,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,MA Chidambaram Stadium,129.8,151.0,153.2,164.6,0
Jaipur,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,Sawai Mansingh Stadium,154.4,171.0,149.6,179.2,1
Hyderabad,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Rajiv Gandhi International Stadium,144.0,146.0,137.8,122.6,0
Bengaluru,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,M.Chinnaswamy Stadium,165.2,162.4,155.2,158.0,0
Mumbai,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,Wankhede Stadium,138.8,143.4,148.4,167.4,0
Kolkata,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Eden Gardens,139.6,158.6,140.8,122.4,0
Bengaluru,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,M.Chinnaswamy Stadium,146.2,142.8,154.6,156.0,1
Chandigarh,Punjab Kings,Chennai Super Kings,Chennai Super Kings,field,Punjab Cricket Association IS Bindra Stadium,158.4,155.8,167.4,179.0,1
Kolkata,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,Eden Gardens,134.4,151.8,148.0,167.2,1
Mumbai,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Wankhede Stadium,149.2,150.0,170.4,171.8,1
Jaipur,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,Sawai Mansingh Stadium,160.6,151.0,164.8,152.0,0
Chandigarh,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,bat,Punjab Cricket Association IS Bindra Stadium,164.4,163.8,140.6,122.4,1
Pune,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,Maharashtra Cricket Association Stadium,173.6,181.0,152.8,145.6,1
Kolkata,Kolkata Knight Riders,Punjab Kings,Punjab Kings,field,Eden Gardens,176.0,161.8,157.0,154.8,0
Bengaluru,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,M.Chinnaswamy Stadium,140.2,175.0,172.2,182.6,0
Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Rajiv Gandhi International Stadium,186.4,181.2,144.6,130.2,1
Jaipur,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,Sawai Mansingh Stadium,169.6,162.0,159.0,150.4,0
Delhi,Punjab Kings,Delhi Capitals,Delhi Capitals,field,Arun Jaitley Stadium,167.6,177.4,144.8,178.0,1
Mumbai,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,Wankhede Stadium,154.6,157.0,177.2,170.0,1
Bengaluru,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,M.Chinnaswamy Stadium,175.2,187.2,190.6,176.4,0
Hyderabad,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,field,Rajiv Gandhi International Stadium,152.8,149.4,162.8,172.0,1
Delhi,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,Arun Jaitley Stadium,139.4,173.2,178.8,151.8,1
Pune,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,Maharashtra Cricket Association Stadium,198.2,184.4,161.6,159.8,0
Jaipur,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,Sawai Mansingh Stadium,149.0,143.8,167.6,158.4,1
Bengaluru,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,M.Chinnaswamy Stadium,181.0,193.2,171.2,154.6,0
Pune,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,Maharashtra Cricket Association Stadium,191.0,178.0,171.2,175.4,1
Bengaluru,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,M.Chinnaswamy Stadium,184.2,197.4,166.2,163.4,1
Delhi,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,Arun Jaitley Stadium,171.8,178.8,165.0,176.6,1
Kolkata,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Eden Gardens,194.6,178.2,178.8,161.8,0
Indore,Punjab Kings,Mumbai Indians,Mumbai Indians,field,Holkar Cricket Stadium,155.6,166.6,158.0,157.8,0
Pune,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,Maharashtra Cricket Association Stadium,178.0,184.6,189.2,186.2,0
Hyderabad,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,bat,Rajiv Gandhi International Stadium,185.2,168.0,151.4,144.2,0
Mumbai,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,Wankhede Stadium,150.6,159.2,174.8,171.4,1
Indore,Rajasthan Royals,Punjab Kings,Punjab Kings,field,Holkar Cricket Stadium,150.8,176.2,151.0,163.2,0
Hyderabad,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Rajiv Gandhi International Stadium,148.6,138.2,170.0,167.6,1
Jaipur,Rajasthan Royals,Punjab Kings,Rajasthan Royals,bat,Sawai Mansingh Stadium,149.2,174.6,143.4,158.0,1
Kolkata,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,Eden Gardens,153.4,159.2,175.8,175.6,1
Delhi,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,bat,Arun Jaitley Stadium,183.0,165.6,142.2,130.0,0
Jaipur,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,Sawai Mansingh Stadium,178.4,176.0,152.8,162.4,0
Indore,Kolkata Knight Riders,Punjab Kings,Punjab Kings,field,Holkar Cricket Stadium,159.2,192.4,146.8,151.4,1
Delhi,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Arun Jaitley Stadium,192.6,175.2,163.0,162.0,0
Pune,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,Maharashtra Cricket Association Stadium,156.8,150.0,172.2,170.4,0
Mumbai,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,Wankhede Stadium,178.0,157.2,154.6,164.2,0
Indore,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Holkar Cricket Stadium,161.0,172.6,159.4,156.8,0
Kolkata,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,Eden Gardens,160.8,167.6,175.4,191.4,0
Mumbai,Mumbai Indians,Punjab Kings,Punjab Kings,field,Wankhede Stadium,177.6,157.6,154.8,164.6,1
Bengaluru,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,M.Chinnaswamy Stadium,142.8,139.2,166.2,162.2,1
Delhi,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,Arun Jaitley Stadium,185.0,179.8,174.4,172.2,1
Jaipur,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,bat,Sawai Mansingh Stadium,160.0,157.4,153.0,149.4,1
Hyderabad,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,Rajiv Gandhi International Stadium,176.8,177.8,169.2,184.8,0
Delhi,Delhi Capitals,Mumbai Indians,Delhi Capitals,bat,Arun Jaitley Stadium,177.8,163.2,184.2,160.8,1
Pune,Punjab Kings,Chennai Super Kings,Chennai Super Kings,field,Maharashtra Cricket Association Stadium,156.6,166.6,157.8,165.0,0
